gene	cluster
MA_10436197g0010	Cluster22
MA_10436896g0010	Cluster22
MA_158596g0020	Cluster22
MA_7055481g0010	Cluster22
MA_13271g0010	Cluster22
MA_20022g0010	Cluster22
MA_168784g0010	Cluster22
MA_8706126g0010	Cluster22
MA_5529420g0010	Cluster22
MA_10436947g0010	Cluster22
MA_10124929g0010	Cluster22
MA_34778g0010	Cluster22
MA_4472424g0010	Cluster22
MA_10433279g0010	Cluster22
MA_9118765g0010	Cluster22
MA_336233g0010	Cluster22
MA_119535g0010	Cluster22
MA_8877845g0010	Cluster22
MA_91155g0010	Cluster22
MA_10430964g0010	Cluster22
MA_73880g0010	Cluster22
MA_10426635g0010	Cluster22
MA_10428302g0020	Cluster22
MA_16680g0010	Cluster22
MA_10435501g0030	Cluster22
MA_10435501g0020	Cluster22
MA_88711g0010	Cluster22
MA_10280046g0010	Cluster22
MA_7696095g0010	Cluster22
MA_26805g0010	Cluster22
MA_107903g0010	Cluster22
MA_94911g0010	Cluster22
MA_10434494g0010	Cluster22
MA_387252g0010	Cluster22
MA_10435334g0020	Cluster22
MA_38494g0010	Cluster22
MA_152102g0010	Cluster22
MA_306675g0010	Cluster22
MA_154438g0010	Cluster22
MA_459791g0010	Cluster22
MA_10434812g0010	Cluster22
MA_10305266g0010	Cluster22
MA_7016387g0010	Cluster22
MA_10350408g0010	Cluster22
MA_10311111g0010	Cluster22
MA_172275g0010	Cluster22
MA_10436335g0010	Cluster22
MA_444645g0010	Cluster22
MA_107084g0010	Cluster22
MA_9363g0010	Cluster22
MA_10433667g0010	Cluster22
MA_25345g0010	Cluster22
MA_80784g0010	Cluster22
MA_216008g0010	Cluster22
MA_8730127g0010	Cluster22
MA_10313526g0010	Cluster22
MA_2314g0010	Cluster22
MA_42236g0030	Cluster22
MA_3313g0010	Cluster22
MA_31462g0010	Cluster22
MA_2215g0010	Cluster22
MA_102948g0010	Cluster22
MA_948460g0010	Cluster22
MA_9035900g0010	Cluster22
MA_10435137g0010	Cluster22
MA_230138g0010	Cluster22
MA_108590g0010	Cluster22
MA_10435157g0010	Cluster22
MA_189618g0010	Cluster22
MA_226198g0010	Cluster22
MA_5838g0010	Cluster22
MA_10244600g0010	Cluster22
MA_7063g0010	Cluster22
MA_10240999g0010	Cluster22
MA_8723935g0010	Cluster22
MA_197340g0010	Cluster22
MA_6847439g0010	Cluster22
MA_689381g0010	Cluster22
MA_18622g0010	Cluster22
MA_9839901g0010	Cluster22
MA_8365613g0010	Cluster22
MA_9488516g0010	Cluster22
MA_10431550g0010	Cluster22
MA_25264g0010	Cluster22
MA_499798g0010	Cluster22
MA_297200g0010	Cluster22
MA_208236g0010	Cluster22
MA_19599g0010	Cluster22
MA_10430444g0010	Cluster22
MA_896862g0010	Cluster22
MA_1071602g0010	Cluster22
MA_2116331g0010	Cluster22
MA_25230g0020	Cluster22
MA_85088g0010	Cluster22
MA_10348377g0010	Cluster22
MA_482647g0010	Cluster22
MA_909123g0010	Cluster22
MA_10105360g0010	Cluster22
MA_10429870g0010	Cluster22
MA_564479g0010	Cluster22
MA_801066g0010	Cluster22
MA_17527g0020	Cluster22
MA_10435690g0010	Cluster22
MA_8853137g0010	Cluster22
MA_10435030g0020	Cluster22
MA_182478g0010	Cluster22
MA_419923g0010	Cluster22
MA_6701212g0010	Cluster22
MA_9203323g0010	Cluster22
MA_276589g0010	Cluster22
MA_11699g0020	Cluster22
MA_158438g0010	Cluster22
MA_32823g0010	Cluster22
MA_280331g0010	Cluster22
MA_10431841g0010	Cluster22
MA_171225g0010	Cluster22
MA_867670g0010	Cluster22
MA_10429654g0020	Cluster22
MA_8695327g0010	Cluster22
MA_125097g0010	Cluster22
MA_9687079g0010	Cluster22
MA_54954g0010	Cluster22
MA_30078g0010	Cluster22
MA_10429836g0020	Cluster22
MA_5121493g0010	Cluster22
MA_10379445g0010	Cluster22
MA_55437g0010	Cluster22
MA_5232g0010	Cluster22
MA_9085556g0010	Cluster22
MA_103104g0010	Cluster22
MA_103104g0020	Cluster22
MA_10436113g0010	Cluster22
MA_96717g0010	Cluster22
MA_69343g0010	Cluster22
MA_32902g0010	Cluster22
MA_5968823g0010	Cluster22
MA_10427334g0010	Cluster22
MA_9950026g0010	Cluster22
MA_50567g0010	Cluster22
MA_960173g0010	Cluster22
MA_183671g0010	Cluster22
MA_10427612g0010	Cluster22
MA_10888g0010	Cluster22
MA_10381232g0010	Cluster22
MA_10427956g0010	Cluster22
MA_90657g0010	Cluster22
MA_10436311g0010	Cluster22
MA_54539g0010	Cluster22
MA_9232936g0010	Cluster22
MA_881199g0010	Cluster22
MA_10429990g0010	Cluster22
MA_115471g0010	Cluster22
MA_10429345g0010	Cluster22
MA_9616058g0010	Cluster22
MA_10435997g0010	Cluster22
MA_10426783g0010	Cluster22
MA_91505g0010	Cluster22
MA_6922g0010	Cluster22
MA_45795g0010	Cluster22
MA_88557g0010	Cluster22
MA_10437159g0010	Cluster22
MA_183042g0010	Cluster22
MA_16037g0010	Cluster22
MA_200035g0010	Cluster22
MA_10429357g0010	Cluster22
MA_70733g0010	Cluster22
MA_464972g0010	Cluster22
MA_9017450g0010	Cluster22
MA_10427583g0020	Cluster22
MA_139155g0010	Cluster22
MA_8161870g0010	Cluster22
MA_52700g0010	Cluster22
MA_465337g0010	Cluster22
MA_313473g0010	Cluster22
MA_80944g0010	Cluster22
MA_10142512g0010	Cluster22
MA_8008099g0010	Cluster22
MA_24913g0010	Cluster22
MA_10277514g0010	Cluster22
MA_10117897g0010	Cluster22
MA_9125g0010	Cluster22
MA_4822690g0010	Cluster22
MA_65436g0010	Cluster22
MA_225872g0010	Cluster22
MA_10430709g0010	Cluster22
MA_469g0010	Cluster22
MA_462704g0010	Cluster22
MA_135752g0010	Cluster22
MA_23116g0010	Cluster22
MA_575381g0010	Cluster22
MA_10436035g0010	Cluster22
MA_48965g0010	Cluster22
MA_6222576g0010	Cluster22
MA_10428839g0010	Cluster22
MA_112061g0010	Cluster22
MA_8764g0010	Cluster22
MA_758709g0010	Cluster22
MA_25177g0010	Cluster22
MA_10435152g0010	Cluster22
MA_930791g0010	Cluster22
MA_93746g0010	Cluster22
MA_84890g0010	Cluster22
MA_540526g0010	Cluster22
MA_167905g0010	Cluster22
MA_10432435g0010	Cluster22
MA_106112g0010	Cluster22
MA_3704g0010	Cluster22
MA_10117734g0010	Cluster22
MA_936114g0010	Cluster22
MA_10241916g0010	Cluster22
MA_10436066g0020	Cluster22
MA_7055g0010	Cluster22
MA_10187700g0010	Cluster22
MA_501387g0010	Cluster22
MA_926091g0010	Cluster22
MA_10435143g0010	Cluster22
MA_8423026g0010	Cluster22
MA_10430920g0010	Cluster22
MA_7251626g0010	Cluster22
MA_10431500g0010	Cluster22
MA_180044g0010	Cluster22
MA_10430741g0010	Cluster22
MA_141320g0010	Cluster22
MA_37930g0010	Cluster22
MA_9980430g0010	Cluster22
MA_10427640g0010	Cluster22
MA_493084g0010	Cluster22
MA_10431464g0010	Cluster22
MA_10096503g0010	Cluster22
MA_100734g0010	Cluster22
MA_93046g0010	Cluster22
MA_139427g0010	Cluster22
MA_10296843g0010	Cluster22
MA_380151g0010	Cluster22
MA_918140g0010	Cluster22
MA_6407g0010	Cluster22
MA_10428049g0010	Cluster22
MA_189742g0010	Cluster22
MA_10430012g0010	Cluster22
MA_10430322g0010	Cluster22
MA_10254503g0010	Cluster22
MA_428546g0010	Cluster22
MA_1744296g0010	Cluster22
MA_86914g0020	Cluster22
MA_9448149g0010	Cluster22
MA_10432881g0010	Cluster22
MA_10427980g0010	Cluster22
MA_10428747g0020	Cluster22
MA_820949g0010	Cluster22
MA_134166g0010	Cluster22
MA_760689g0010	Cluster22
MA_18760g0020	Cluster22
MA_119805g0010	Cluster22
MA_729523g0010	Cluster22
MA_350380g0010	Cluster22
MA_94182g0010	Cluster22
MA_375545g0010	Cluster22
MA_460556g0010	Cluster22
MA_63212g0020	Cluster22
MA_15472g0010	Cluster22
MA_153292g0010	Cluster22
MA_4445130g0010	Cluster22
MA_9127662g0010	Cluster22
MA_156194g0010	Cluster22
MA_10376723g0010	Cluster22
MA_10431098g0010	Cluster22
MA_10205229g0010	Cluster22
MA_32485g0010	Cluster22
MA_10432562g0010	Cluster22
MA_103711g0020	Cluster22
MA_247431g0010	Cluster22
MA_9472837g0010	Cluster22
MA_205636g0010	Cluster22
MA_14174g0010	Cluster22
MA_9453512g0010	Cluster22
MA_10430744g0030	Cluster22
MA_10428257g0030	Cluster22
MA_10436756g0010	Cluster22
MA_93302g0010	Cluster22
MA_3407g0010	Cluster22
MA_10430645g0010	Cluster22
MA_10255537g0010	Cluster22
MA_19105g0020	Cluster22
MA_10430831g0010	Cluster22
MA_10435424g0020	Cluster22
MA_61434g0010	Cluster22
MA_10432648g0020	Cluster22
MA_1066690g0010	Cluster22
MA_179768g0010	Cluster22
MA_1096996g0010	Cluster22
MA_744447g0010	Cluster22
MA_6931619g0010	Cluster22
MA_955237g0010	Cluster22
MA_31197g0010	Cluster22
MA_10358635g0030	Cluster22
MA_904218g0010	Cluster22
MA_8828881g0010	Cluster22
MA_20274g0010	Cluster22
MA_20274g0020	Cluster22
MA_13714g0010	Cluster22
MA_40012g0010	Cluster22
MA_497021g0010	Cluster22
MA_19707g0010	Cluster22
MA_425547g0010	Cluster22
MA_10433952g0010	Cluster22
MA_171358g0010	Cluster22
MA_51630g0010	Cluster22
MA_9967g0010	Cluster22
MA_745622g0010	Cluster22
MA_10430166g0010	Cluster22
MA_5555g0010	Cluster22
MA_67877g0010	Cluster22
MA_10434066g0020	Cluster22
MA_137455g0010	Cluster22
MA_10429667g0010	Cluster22
MA_9891g0010	Cluster22
MA_482451g0010	Cluster22
MA_2313535g0010	Cluster22
MA_13987g0010	Cluster22
MA_44084g0010	Cluster22
MA_248619g0010	Cluster22
MA_10215772g0010	Cluster22
MA_98438g0010	Cluster22
MA_10240168g0010	Cluster22
MA_10436917g0020	Cluster22
MA_471903g0010	Cluster22
MA_7477377g0010	Cluster22
MA_42261g0010	Cluster22
MA_25331g0010	Cluster22
MA_2353110g0010	Cluster22
MA_181338g0010	Cluster22
MA_10437168g0010	Cluster22
MA_92338g0010	Cluster22
MA_10352794g0010	Cluster22
MA_10437007g0020	Cluster22
MA_10427391g0010	Cluster22
MA_219884g0010	Cluster22
MA_4265275g0010	Cluster22
MA_226596g0010	Cluster22
MA_10434099g0020	Cluster22
MA_54369g0010	Cluster22
MA_6714047g0010	Cluster22
MA_99854g0010	Cluster22
MA_207936g0010	Cluster22
MA_297889g0010	Cluster22
MA_175547g0010	Cluster22
MA_10430771g0010	Cluster22
MA_26070g0010	Cluster22
MA_34259g0010	Cluster22
MA_10430090g0010	Cluster22
MA_486760g0010	Cluster22
MA_10199850g0010	Cluster22
MA_10432667g0020	Cluster22
MA_10435511g0030	Cluster22
MA_10437051g0010	Cluster22
MA_33479g0010	Cluster22
MA_250925g0010	Cluster22
MA_10436135g0010	Cluster22
MA_124209g0010	Cluster22
MA_7898418g0010	Cluster22
MA_371475g0010	Cluster22
MA_169756g0010	Cluster22
MA_177791g0010	Cluster22
MA_24182g0010	Cluster22
MA_10430225g0010	Cluster22
MA_10425975g0010	Cluster22
MA_841286g0010	Cluster22
MA_10434390g0020	Cluster22
MA_114608g0010	Cluster22
MA_10267304g0010	Cluster22
MA_315620g0010	Cluster22
MA_19834g0010	Cluster22
MA_10437259g0030	Cluster22
MA_10434532g0010	Cluster22
MA_380624g0010	Cluster22
MA_494953g0020	Cluster22
MA_10430065g0010	Cluster22
MA_20115g0030	Cluster22
MA_10258002g0010	Cluster22
MA_175090g0010	Cluster22
MA_10426418g0010	Cluster22
MA_21950g0020	Cluster22
MA_21957g0010	Cluster22
MA_10425949g0010	Cluster22
MA_10090939g0010	Cluster22
MA_4819g0010	Cluster22
MA_462569g0010	Cluster22
MA_921709g0010	Cluster22
MA_8840544g0010	Cluster22
MA_10253568g0010	Cluster22
MA_10427949g0010	Cluster22
MA_178977g0010	Cluster22
MA_178479g0010	Cluster17
MA_10429128g0020	Cluster17
MA_10364866g0010	Cluster17
MA_10429128g0010	Cluster17
MA_10434750g0010	Cluster17
MA_612059g0010	Cluster17
MA_583606g0010	Cluster17
MA_579484g0010	Cluster17
MA_483195g0020	Cluster17
MA_922379g0010	Cluster17
MA_9444543g0010	Cluster17
MA_3289203g0010	Cluster17
MA_483195g0010	Cluster17
MA_14942g0010	Cluster17
MA_90255g0010	Cluster17
MA_6031002g0010	Cluster17
MA_7062120g0010	Cluster17
MA_808345g0010	Cluster17
MA_10350490g0010	Cluster17
MA_9938781g0010	Cluster17
MA_10213762g0010	Cluster17
MA_10294612g0010	Cluster17
MA_34861g0010	Cluster17
MA_52468g0010	Cluster17
MA_7191611g0010	Cluster17
MA_6585286g0010	Cluster17
MA_27638g0010	Cluster17
MA_55585g0010	Cluster17
MA_9873718g0020	Cluster17
MA_119453g0010	Cluster17
MA_5438176g0010	Cluster17
MA_180530g0010	Cluster17
MA_4960065g0010	Cluster17
MA_410141g0010	Cluster17
MA_10437104g0020	Cluster17
MA_10430173g0010	Cluster17
MA_153080g0010	Cluster17
MA_195595g0010	Cluster17
MA_39262g0020	Cluster17
MA_631506g0010	Cluster17
MA_10436682g0010	Cluster17
MA_5132294g0010	Cluster17
MA_189242g0010	Cluster17
MA_106428g0010	Cluster17
MA_127058g0010	Cluster17
MA_6047769g0010	Cluster17
MA_10437194g0020	Cluster17
MA_10436005g0010	Cluster17
MA_291496g0010	Cluster17
MA_568309g0010	Cluster17
MA_10431201g0020	Cluster17
MA_5929552g0010	Cluster17
MA_10432475g0010	Cluster17
MA_286272g0010	Cluster17
MA_885483g0010	Cluster17
MA_14612g0020	Cluster17
MA_10165689g0010	Cluster17
MA_3692838g0010	Cluster17
MA_10428089g0010	Cluster17
MA_2420391g0010	Cluster17
MA_90307g0010	Cluster17
MA_10430523g0010	Cluster17
MA_6857105g0010	Cluster17
MA_542770g0010	Cluster17
MA_402193g0010	Cluster17
MA_4501g0010	Cluster17
MA_157917g0010	Cluster17
MA_166824g0010	Cluster17
MA_10430409g0020	Cluster17
MA_10433731g0010	Cluster17
MA_36134g0010	Cluster17
MA_8899414g0010	Cluster17
MA_177143g0010	Cluster17
MA_69422g0010	Cluster17
MA_16483g0010	Cluster17
MA_9792671g0010	Cluster17
MA_32960g0010	Cluster17
MA_9295389g0010	Cluster17
MA_10433071g0010	Cluster17
MA_7327g0010	Cluster17
MA_57712g0010	Cluster17
MA_458635g0010	Cluster17
MA_10023022g0010	Cluster17
MA_88787g0010	Cluster17
MA_211071g0010	Cluster17
MA_8868766g0010	Cluster17
MA_9197836g0010	Cluster17
MA_9969164g0010	Cluster17
MA_36102g0010	Cluster17
MA_20113g0010	Cluster17
MA_101469g0010	Cluster17
MA_43145g0010	Cluster17
MA_482247g0010	Cluster17
MA_836269g0010	Cluster17
MA_58704g0010	Cluster17
MA_257380g0010	Cluster17
MA_7632643g0020	Cluster17
MA_9085257g0010	Cluster17
MA_717778g0010	Cluster17
MA_144872g0040	Cluster17
MA_686181g0010	Cluster17
MA_100966g0020	Cluster17
MA_9783365g0010	Cluster17
MA_10258501g0010	Cluster17
MA_10436988g0010	Cluster17
MA_7236306g0010	Cluster17
MA_170288g0010	Cluster17
MA_10429907g0010	Cluster17
MA_10254985g0010	Cluster17
MA_271555g0010	Cluster17
MA_6382703g0010	Cluster17
MA_414622g0010	Cluster17
MA_414622g0020	Cluster17
MA_5471g0010	Cluster17
MA_3006361g0010	Cluster17
MA_293362g0010	Cluster17
MA_8594057g0010	Cluster17
MA_10427893g0010	Cluster17
MA_502836g0010	Cluster17
MA_10425818g0010	Cluster17
MA_125058g0010	Cluster17
MA_34530g0020	Cluster17
MA_15703g0010	Cluster17
MA_10433985g0010	Cluster17
MA_10432597g0010	Cluster17
MA_3127604g0010	Cluster17
MA_7885291g0010	Cluster17
MA_6208853g0010	Cluster17
MA_949748g0010	Cluster17
MA_10436967g0010	Cluster17
MA_10435107g0010	Cluster17
MA_780516g0010	Cluster17
MA_900643g0010	Cluster17
MA_8440106g0010	Cluster17
MA_254258g0010	Cluster17
MA_72684g0020	Cluster17
MA_342578g0010	Cluster17
MA_338425g0010	Cluster17
MA_321311g0010	Cluster17
MA_586908g0010	Cluster17
MA_48202g0010	Cluster17
MA_6434047g0010	Cluster17
MA_328671g0010	Cluster17
MA_7703g0010	Cluster17
MA_10437104g0030	Cluster17
MA_99593g0010	Cluster17
MA_173963g0010	Cluster17
MA_8551193g0010	Cluster17
MA_10427363g0010	Cluster17
MA_10126g0010	Cluster17
MA_292265g0010	Cluster17
MA_10430843g0020	Cluster17
MA_9686924g0010	Cluster17
MA_10430843g0010	Cluster17
MA_96620g0020	Cluster17
MA_103584g0010	Cluster17
MA_85817g0010	Cluster17
MA_46474g0040	Cluster17
MA_44783g0010	Cluster17
MA_10028g0010	Cluster17
MA_10432243g0010	Cluster17
MA_10435481g0010	Cluster17
MA_4175g0020	Cluster17
MA_186091g0010	Cluster17
MA_10426025g0010	Cluster17
MA_10428057g0010	Cluster17
MA_9885237g0010	Cluster17
MA_367927g0010	Cluster17
MA_311548g0010	Cluster17
MA_10430178g0010	Cluster17
MA_92583g0010	Cluster17
MA_125022g0010	Cluster17
MA_418666g0010	Cluster17
MA_7109593g0010	Cluster17
MA_354684g0010	Cluster17
MA_105435g0010	Cluster17
MA_297427g0010	Cluster17
MA_9985g0010	Cluster17
MA_144872g0010	Cluster17
MA_74823g0010	Cluster17
MA_10431275g0010	Cluster17
MA_607323g0010	Cluster17
MA_345165g0010	Cluster17
MA_433215g0010	Cluster17
MA_363303g0010	Cluster17
MA_793381g0010	Cluster17
MA_9873718g0010	Cluster17
MA_10433547g0010	Cluster17
MA_136151g0010	Cluster17
MA_10433606g0010	Cluster17
MA_9119726g0010	Cluster17
MA_91289g0010	Cluster17
MA_9232233g0010	Cluster17
MA_313098g0010	Cluster17
MA_57712g0020	Cluster17
MA_2719537g0010	Cluster17
MA_10428402g0010	Cluster17
MA_211757g0010	Cluster17
MA_18054g0020	Cluster17
MA_10425935g0010	Cluster17
MA_105093g0010	Cluster17
MA_36102g0020	Cluster17
MA_8654292g0010	Cluster17
MA_108874g0010	Cluster17
MA_804816g0010	Cluster17
MA_20588g0020	Cluster17
MA_866497g0010	Cluster17
MA_3260455g0010	Cluster17
MA_132265g0020	Cluster17
MA_6756387g0010	Cluster17
MA_10080868g0010	Cluster17
MA_14204g0010	Cluster17
MA_185569g0010	Cluster17
MA_10437115g0010	Cluster17
MA_72725g0010	Cluster17
MA_16687g0020	Cluster17
MA_273678g0010	Cluster17
MA_954466g0010	Cluster17
MA_356104g0010	Cluster17
MA_340991g0010	Cluster17
MA_217030g0010	Cluster17
MA_803538g0010	Cluster17
MA_6365953g0010	Cluster17
MA_54382g0010	Cluster17
MA_10432668g0010	Cluster17
MA_8866016g0010	Cluster17
MA_62361g0010	Cluster17
MA_556455g0010	Cluster17
MA_79751g0010	Cluster17
MA_10427381g0010	Cluster17
MA_9395755g0010	Cluster17
MA_3178564g0010	Cluster17
MA_5086493g0010	Cluster17
MA_10433565g0010	Cluster17
MA_10433181g0010	Cluster17
MA_10435081g0010	Cluster17
MA_173963g0020	Cluster17
MA_18758g0010	Cluster17
MA_427215g0010	Cluster17
MA_10431010g0010	Cluster17
MA_20580g0030	Cluster17
MA_10430145g0030	Cluster17
MA_10070162g0010	Cluster17
MA_9241385g0010	Cluster17
MA_745g0010	Cluster17
MA_2898973g0010	Cluster17
MA_8861171g0010	Cluster17
MA_471658g0010	Cluster17
MA_10435734g0010	Cluster17
MA_10271866g0010	Cluster17
MA_10042710g0020	Cluster17
MA_331330g0010	Cluster17
MA_625179g0010	Cluster17
MA_5862668g0010	Cluster17
MA_8338g0010	Cluster17
MA_395770g0010	Cluster17
MA_10250686g0010	Cluster17
MA_11552g0010	Cluster17
MA_44783g0020	Cluster17
MA_7329264g0010	Cluster17
MA_8353g0010	Cluster17
MA_10236130g0010	Cluster17
MA_10426584g0010	Cluster17
MA_52990g0010	Cluster17
MA_16687g0010	Cluster17
MA_10432594g0010	Cluster17
MA_4945967g0010	Cluster17
MA_326009g0010	Cluster17
MA_461627g0010	Cluster17
MA_10335576g0010	Cluster17
MA_10436591g0010	Cluster17
MA_9965g0020	Cluster17
MA_28815g0040	Cluster17
MA_178860g0010	Cluster17
MA_78201g0010	Cluster17
MA_7968364g0010	Cluster17
MA_834070g0010	Cluster17
MA_60015g0010	Cluster17
MA_947991g0010	Cluster17
MA_51087g0010	Cluster17
MA_24621g0010	Cluster17
MA_141860g0010	Cluster17
MA_7303427g0010	Cluster17
MA_173000g0010	Cluster17
MA_10432328g0010	Cluster17
MA_183273g0010	Cluster17
MA_9385462g0010	Cluster17
MA_10425906g0010	Cluster17
MA_205329g0010	Cluster17
MA_309294g0010	Cluster17
MA_10298381g0010	Cluster17
MA_10428679g0010	Cluster17
MA_208494g0010	Cluster17
MA_9925347g0010	Cluster17
MA_60527g0010	Cluster17
MA_6407574g0010	Cluster17
MA_76703g0010	Cluster17
MA_115015g0010	Cluster17
MA_10435708g0010	Cluster17
MA_154988g0010	Cluster17
MA_8870602g0010	Cluster17
MA_11142g0010	Cluster17
MA_10042710g0010	Cluster17
MA_10435976g0010	Cluster17
MA_10435009g0010	Cluster17
MA_3951g0010	Cluster17
MA_27593g0010	Cluster17
MA_9668286g0010	Cluster17
MA_2985486g0010	Cluster17
MA_10326002g0010	Cluster17
MA_2296154g0010	Cluster17
MA_9120023g0010	Cluster17
MA_351914g0010	Cluster17
MA_255509g0010	Cluster17
MA_2276692g0010	Cluster17
MA_2612283g0010	Cluster17
MA_10435881g0010	Cluster17
MA_10428779g0010	Cluster17
MA_593161g0010	Cluster17
MA_169607g0010	Cluster17
MA_16025g0010	Cluster17
MA_4838043g0010	Cluster17
MA_5838759g0010	Cluster17
MA_1582g0020	Cluster17
MA_6429140g0010	Cluster17
MA_6160208g0010	Cluster17
MA_10433003g0030	Cluster17
MA_261585g0010	Cluster17
MA_94537g0010	Cluster17
MA_114818g0010	Cluster17
MA_10238024g0010	Cluster17
MA_129317g0010	Cluster17
MA_5304301g0010	Cluster17
MA_461217g0010	Cluster17
MA_1310528g0010	Cluster17
MA_10431780g0010	Cluster17
MA_13253g0010	Cluster17
MA_9792225g0010	Cluster17
MA_157316g0010	Cluster17
MA_10434666g0010	Cluster17
MA_8406769g0010	Cluster17
MA_279572g0010	Cluster17
MA_10428221g0010	Cluster17
MA_363512g0010	Cluster17
MA_98411g0010	Cluster17
MA_10435344g0010	Cluster17
MA_527788g0010	Cluster17
MA_10136525g0010	Cluster17
MA_751495g0010	Cluster17
MA_2048002g0010	Cluster17
MA_179279g0010	Cluster17
MA_72760g0010	Cluster17
MA_2362479g0010	Cluster17
MA_257380g0020	Cluster17
MA_10426242g0030	Cluster17
MA_9316262g0010	Cluster17
MA_4018194g0010	Cluster17
MA_32290g0010	Cluster17
MA_10255128g0010	Cluster17
MA_141118g0010	Cluster17
MA_872442g0010	Cluster17
MA_56566g0010	Cluster17
MA_8435472g0010	Cluster17
MA_42232g0010	Cluster17
MA_19275g0010	Cluster17
MA_90310g0010	Cluster17
MA_930633g0010	Cluster17
MA_10434169g0010	Cluster17
MA_8472755g0010	Cluster17
MA_484754g0010	Cluster17
MA_71728g0010	Cluster24
MA_92857g0020	Cluster24
MA_10427988g0010	Cluster24
MA_10427435g0010	Cluster24
MA_10431471g0010	Cluster24
MA_10435052g0020	Cluster24
MA_130482g0010	Cluster24
MA_202753g0010	Cluster24
MA_10427606g0010	Cluster24
MA_101927g0010	Cluster24
MA_112179g0010	Cluster24
MA_177306g0010	Cluster24
MA_183913g0010	Cluster24
MA_10430553g0010	Cluster24
MA_174526g0010	Cluster24
MA_49228g0010	Cluster24
MA_34970g0010	Cluster24
MA_10434028g0020	Cluster24
MA_9684426g0010	Cluster24
MA_10433605g0010	Cluster24
MA_23099g0010	Cluster24
MA_10433042g0010	Cluster24
MA_54558g0020	Cluster24
MA_10427227g0050	Cluster24
MA_18779g0010	Cluster24
MA_10436309g0010	Cluster24
MA_10425916g0010	Cluster24
MA_39984g0010	Cluster24
MA_72871g0010	Cluster24
MA_10431552g0010	Cluster24
MA_223308g0020	Cluster24
MA_2485g0010	Cluster24
MA_10227622g0010	Cluster24
MA_74610g0010	Cluster24
MA_10436637g0030	Cluster24
MA_141759g0010	Cluster24
MA_85485g0010	Cluster24
MA_10427345g0010	Cluster24
MA_10428243g0010	Cluster24
MA_139752g0010	Cluster24
MA_7488177g0010	Cluster24
MA_932914g0010	Cluster24
MA_10433357g0010	Cluster24
MA_907723g0010	Cluster24
MA_209678g0010	Cluster24
MA_10431692g0010	Cluster24
MA_10426943g0010	Cluster24
MA_12471g0010	Cluster24
MA_9956g0020	Cluster24
MA_10436114g0010	Cluster24
MA_10430423g0010	Cluster24
MA_881995g0010	Cluster24
MA_10428525g0010	Cluster24
MA_125690g0020	Cluster24
MA_10436788g0010	Cluster24
MA_42020g0010	Cluster24
MA_10425875g0010	Cluster24
MA_10434597g0010	Cluster24
MA_140596g0010	Cluster24
MA_10429923g0030	Cluster24
MA_1964g0010	Cluster24
MA_10429683g0010	Cluster24
MA_9178176g0010	Cluster24
MA_58651g0010	Cluster24
MA_10435775g0010	Cluster24
MA_28412g0010	Cluster24
MA_10428354g0010	Cluster24
MA_30402g0010	Cluster24
MA_76465g0010	Cluster24
MA_129206g0010	Cluster24
MA_54625g0010	Cluster24
MA_179294g0010	Cluster24
MA_10435666g0020	Cluster24
MA_9347352g0010	Cluster24
MA_853384g0010	Cluster24
MA_102436g0010	Cluster24
MA_135250g0020	Cluster24
MA_10430496g0010	Cluster24
MA_119787g0010	Cluster24
MA_2173923g0010	Cluster24
MA_10119624g0010	Cluster24
MA_10208536g0010	Cluster24
MA_158317g0010	Cluster24
MA_583487g0010	Cluster24
MA_10436984g0050	Cluster24
MA_5873g0010	Cluster24
MA_17339g0040	Cluster24
MA_9939459g0010	Cluster24
MA_169053g0010	Cluster24
MA_5997125g0010	Cluster24
MA_10431009g0010	Cluster24
MA_56506g0010	Cluster24
MA_10433838g0010	Cluster24
MA_10429175g0020	Cluster24
MA_9149232g0010	Cluster24
MA_10426300g0010	Cluster24
MA_7855g0010	Cluster24
MA_880438g0010	Cluster24
MA_78440g0010	Cluster24
MA_9987290g0010	Cluster24
MA_170670g0010	Cluster24
MA_10430578g0010	Cluster24
MA_238779g0020	Cluster24
MA_17587g0010	Cluster24
MA_2414g0010	Cluster24
MA_119122g0010	Cluster24
MA_18892g0010	Cluster24
MA_12077g0010	Cluster24
MA_63764g0010	Cluster24
MA_35901g0010	Cluster24
MA_10426392g0010	Cluster24
MA_88973g0020	Cluster24
MA_8324141g0010	Cluster24
MA_10429284g0010	Cluster24
MA_10030456g0010	Cluster24
MA_6676799g0010	Cluster24
MA_10427126g0010	Cluster24
MA_32122g0010	Cluster24
MA_20442g0010	Cluster24
MA_131583g0010	Cluster24
MA_14234g0010	Cluster24
MA_6203583g0010	Cluster24
MA_10430805g0060	Cluster24
MA_28815g0030	Cluster24
MA_20544g0010	Cluster24
MA_10431482g0010	Cluster24
MA_278706g0010	Cluster24
MA_10430896g0020	Cluster24
MA_458264g0010	Cluster24
MA_42977g0020	Cluster24
MA_9262656g0010	Cluster24
MA_10430213g0010	Cluster24
MA_72495g0010	Cluster24
MA_10434323g0010	Cluster24
MA_10430946g0010	Cluster24
MA_9120499g0010	Cluster24
MA_10434866g0010	Cluster24
MA_791229g0010	Cluster24
MA_100662g0010	Cluster24
MA_10430944g0010	Cluster24
MA_10435730g0010	Cluster24
MA_10429847g0010	Cluster24
MA_30034g0010	Cluster24
